scope	niveau	type_document	annee	statut	titre	chemin_par_scope	sha256	taille_octets	pages_pdf	url_source
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2016	a-verifier	Partie 6 : construire des outils, échapper à l'usine à cases PDF - 266.64 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2016/partie-6-construire-des-outils-echapper-a-l-usine-a-cases-pdf-266-64-ko--369c09e39b.pdf	369c09e39b97c976f47d8d40592b1652a7b1ff3b343719382f4eb1ff2d2fdcfe	273042	5	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2016	a-verifier	Qu'apporte l'analyse d'œuvre à l'élève en arts plastiques, à quoi lui sert-elle ? PDF - 247.47 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2016/qu-apporte-l-analyse-d-uvre-a-l-eleve-en-arts-plastiques-a-quoi-lui-sert-elle-pdf-247-47-ko--a916f4a3a9.pdf	a916f4a3a960223a9bd708965d5014b0a5cfc5d71aea548e7b3c9e50ad120035	253414	6	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2016	a-verifier	Quelques repères pour situer et actualiser la question du numérique dans l'enseignement des arts plastiques PDF - 453.52 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2016/quelques-reperes-pour-situer-et-actualiser-la-question-du-numerique-dans-l-enseignement-des-arts-plastiques-pdf-453-52-ko--b7c0ba0159.pdf	b7c0ba0159d85b48d126de6d632d45400eb9301f59203f1a858a06c3c20f08bb	464405	14	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2016	a-verifier	Trois fiches pour réfléchir, comprendre et mettre en œuvre la manière de voir et de comprendre une œuvre à partir de sa reproduction PDF - 590.09 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2016/trois-fiches-pour-reflechir-comprendre-et-mettre-en-uvre-la-maniere-de-voir-et-de-comprendre-une-uvre-a-partir-de-sa-reproduction--3c7d2d9b42.pdf	3c7d2d9b4244aca39a9a96446ef45453ab6436f62a6a37b953ca3ed83b644c1d	604250	7	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2017	a-verifier	Contributions spécifiques des arts plastiques à la mobilisation et l'acquisition des compétences du socle PDF - 563.6 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2017/contributions-specifiques-des-arts-plastiques-a-la-mobilisation-et-l-acquisition-des-competences-du-socle-pdf-563-6-ko--2ad748b2af.pdf	2ad748b2af6f2402e9e52c0e1f66f521fa5ed4a7a53f72780853df221ad53dc8	577125	4	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2017	a-verifier	Dynamiques de l'évaluation diagnostique, formative et sommative (évaluation-bilan) en arts plastiques PDF - 2.01 Mo	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2017/dynamiques-de-l-evaluation-diagnostique-formative-et-sommative-evaluation-bilan-en-arts-plastiques-pdf-2-01-mo--7c635cd207.pdf	7c635cd207598edcdabe3e81bc0c78b1ac45a9f9b3ebabac76400725e386d025	2109462	12	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2017	a-verifier	Rappel des textes et dispositions réglementaires ; conceptions et démarches de l'évaluation en arts plastiques PDF - 632.91 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2017/rappel-des-textes-et-dispositions-reglementaires-conceptions-et-demarches-de-l-evaluation-en-arts-plastiques-pdf-632-91-ko--b7e64098c0.pdf	b7e64098c099b6176e10242116034fac6c0b0b2e893dbe5c849d6fd7b989ee0c	648099	9	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2017	a-verifier	Terminologie, étapes, processus, finalités de l'évaluation dans ses conceptions générales en éducation PDF - 317.29 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2017/terminologie-etapes-processus-finalites-de-l-evaluation-dans-ses-conceptions-generales-en-education-pdf-317-29-ko--6d8cc99f51.pdf	6d8cc99f515c743cbe2d6139398a483ff7cb181edd30c69160b0cf7ceac29acc	324903	8	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	evaluation-examen	2017	a-verifier	Étude de cas : « Madame, c'est ma sculpture qui me regarde ! », les liens entre évaluation et progrès de l'élève PDF - 1.83 Mo	par-scope/college/cycle-4/arts-plastiques/cycle-4/evaluation-examen/2017/etude-de-cas-madame-c-est-ma-sculpture-qui-me-regarde-les-liens-entre-evaluation-et-progres-de-l-eleve-pdf-1-83-mo--becc408f54.pdf	becc408f54be3e1988205864e5e8ea993f04acee8bb27d879adf99b4c9a2650f	1918475	31	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	transition-ou-actuel	Au « fil de la représentation », une progression en cinq séquences liées au cycle 4 PDF - 1.1 Mo	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/au-fil-de-la-representation-une-progression-en-cinq-sequences-liees-au-cycle-4-pdf-1-1-mo--7018947af2.pdf	7018947af2bce4a77a2fbe79cfa56acee8b59bd9d8c40649083521feb7c020df	1150130	10	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	Avant-propos, bibliographie et sitographie PDF - 258.43 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/avant-propos-bibliographie-et-sitographie-pdf-258-43-ko--0f92f4e7dd.pdf	0f92f4e7dd2e69910e7668646c6936300938c1dde7670b6efeefb927fdce9a3a	264634	4	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	transition-ou-actuel	Cinq fiches pour définir l'image dans son pouvoir de représenter PDF - 228.24 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/cinq-fiches-pour-definir-l-image-dans-son-pouvoir-de-representer-pdf-228-24-ko--d259f5e1c3.pdf	d259f5e1c3fba9eef0ed19fe07e04d62dcc0dba06468c7fb33cb7c460d1a9cbb	233715	7	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	Compréhension, usages et résonances du mot « projet » dans l'enseignement des arts plastiques PDF - 185.07 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/comprehension-usages-et-resonances-du-mot-projet-dans-l-enseignement-des-arts-plastiques-pdf-185-07-ko--0732b5f789.pdf	0732b5f789c0e33ecd5a4ad4433f50fa67b7f512d38ef0b79a1a1729415da53f	189509	3	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	Faire la différence entre problème et question ; construire des problématiques et problématiser PDF - 1.05 Mo	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/faire-la-difference-entre-probleme-et-question-construire-des-problematiques-et-problematiser-pdf-1-05-mo--8ee3da65c5.pdf	8ee3da65c5e84b975e6c6132b8053712e8b7c03a3637341246db886385ace36c	1098694	11	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	La séquence, une unité d'enseignement opérante et structurante dans le parcours de formation de l'élève en arts plastiques PDF - 408.7 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/la-sequence-une-unite-d-enseignement-operante-et-structurante-dans-le-parcours-de-formation-de-l-eleve-en-arts-plastiques-pdf-408--a1ca767e96.pdf	a1ca767e96efdcdeca0e28dd348e83dd6874fbf46babf5c4c56c83a22257c6d9	418510	13	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	Les usages du numérique en arts plastiques PDF - 222.52 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/les-usages-du-numerique-en-arts-plastiques-pdf-222-52-ko--5a39ef9cf9.pdf	5a39ef9cf9ad75843398cb55a5aa973403f4951a44596d3e9e42849cc245ec1f	227856	6	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	Questionnements au cycle 4 : La représentation ; images, réalité et fiction PDF - 3.18 Mo	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/questionnements-au-cycle-4-la-representation-images-realite-et-fiction-pdf-3-18-mo--fd3c1ba916.pdf	fd3c1ba916284827c0d0a96f7037fff1f6c01c24076763fdb95d360d52a625b2	3334128	25	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2016	a-verifier	Une étude de cas : « Matérialité-Construction-Équilibre », le travail du projet d'enseignement dans une séquence d'arts plastiques PDF - 261.71 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2016/une-etude-de-cas-materialite-construction-equilibre-le-travail-du-projet-d-enseignement-dans-une-sequence-d-arts-plastiques-pdf-26--5b0133386f.pdf	5b0133386f3f7c50d1df3b7a1b0f0640745110675259f73d2651bd0418666c65	267995	12	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	programme-officiel	2020	a-verifier	Programme d'enseignement du cycle des approfondissements (cycle 4 )	par-scope/college/cycle-4/arts-plastiques/cycle-4/programme-officiel/2020/programme-d-enseignement-du-cycle-des-approfondissements-cycle-4--16efa795f5.pdf	16efa795f59f25f726e3f443934198e22c01fad04e1ba78a01ed10a11a3a14eb	1781682	138	https://www.education.gouv.fr/bo/20/Hebdo31/MENE2018714A.htm
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2016	a-verifier	Attendus de fin de cycle 4 en arts plastiques PDF - 199.16 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2016/attendus-de-fin-de-cycle-4-en-arts-plastiques-pdf-199-16-ko--cc30812841.pdf	cc30812841e60fa1d3bf9942a8f503ba79df6deb365e0125bab81dc37f263db3	203944	3	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2016	a-verifier	Se repérer dans les articulations entre questionnements, compétences travaillées, compétences artistiques et attendus de fin de cycle dans le programme d'arts plastiques du cycle 4 PDF - 768.95 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2016/se-reperer-dans-les-articulations-entre-questionnements-competences-travaillees-competences-artistiques-et-attendus-de-fin-de-cycl--16e659e039.pdf	16e659e0393efa772d3f4ffc740c2271a4e3c1a7a78796d1411cf1fab53af695	787405	5	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2016	a-verifier	annexe : schéma 1 PDF - 199.8 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2016/annexe-schema-1-pdf-199-8-ko--f644e0422f.pdf	f644e0422ff05a5da11864af93bbffa7dadaa0aea69842379d9e57adce04987c	204599	1	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2016	a-verifier	annexe : schéma 2 PDF - 359.97 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2016/annexe-schema-2-pdf-359-97-ko--1438183531.pdf	1438183531b2279c464fd27f2ad67d8bd5c6a3ffda4135bbf6b0415e9ae7224c	368611	1	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2016	a-verifier	annexe : schéma 3 PDF - 386.4 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2016/annexe-schema-3-pdf-386-4-ko--19fd3768fc.pdf	19fd3768fcf47d4cde12d6a60b0429dcac6ee8edefba6c54a00d183a3fad45aa	395669	1	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2016	a-verifier	annexe : schéma 4 PDF - 225.46 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2016/annexe-schema-4-pdf-225-46-ko--d1f7a6a18c.pdf	d1f7a6a18c6617e30ecb7d6d0c296a76f182f0bac5934fc03e33cc9a971f56ab	230868	1	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	reperes-attendus	2017	a-verifier	Les moments privilégiés et récurrents d'une évaluation servant les apprentissages en arts plastiques ; la dynamique de l'évaluation en arts plastiques PDF - 3.04 Mo	par-scope/college/cycle-4/arts-plastiques/cycle-4/reperes-attendus/2017/les-moments-privilegies-et-recurrents-d-une-evaluation-servant-les-apprentissages-en-arts-plastiques-la-dynamique-de-l-evaluation--927b6af5b3.pdf	927b6af5b3fcccd4c7aa693f79785686aee6869725397284085e3281bf431702	3187208	9	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Comment reconnaître une progression spiralaire en arts plastiques ? PDF - 194.86 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/comment-reconnaitre-une-progression-spiralaire-en-arts-plastiques-pdf-194-86-ko--85949d006a.pdf	85949d006a03104271be47bf318c37173246fbe50d7cb21789c35dd7f6bc595d	199539	4	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Conseils et préconisations pour l'aménagement des salles d'arts plastiques et de leurs locaux annexes au collège PDF - 293.16 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/conseils-et-preconisations-pour-l-amenagement-des-salles-d-arts-plastiques-et-de-leurs-locaux-annexes-au-college-pdf-293-16-ko--99d6559d67.pdf	99d6559d67bc5efec6330800e60b37bbb3a93775380bd49c3ef5d091df2df30c	300200	14	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	La verbalisation ou l'art de rendre compatibles l'expression personnelle et les apprentissages PDF - 477.07 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/la-verbalisation-ou-l-art-de-rendre-compatibles-l-expression-personnelle-et-les-apprentissages-pdf-477-07-ko--e4d1d8a974.pdf	e4d1d8a9746d5d6d59137bab4c906fae4cc1f6fdf47a70454766afcfc622d5ec	488522	21	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Les arts plastiques dans le cadre institutionnel de l'éducation, leurs apports à la formation générale, leur position éducative en matière d'enseignement artistique PDF - 210.69 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/les-arts-plastiques-dans-le-cadre-institutionnel-de-l-education-leurs-apports-a-la-formation-generale-leur-position-educative-en-m--6fd21d52a5.pdf	6fd21d52a5e67bde7e13440c506a257422a4cb2119e53ca975e361d9d3f2748a	215742	8	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Les principes didactiques et pédagogiques fondamentaux des arts plastiques, éléments d'approche de la progressivité PDF - 398.44 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/les-principes-didactiques-et-pedagogiques-fondamentaux-des-arts-plastiques-elements-d-approche-de-la-progressivite-pdf-398-44-ko--cb78e7525c.pdf	cb78e7525c03127f54d2ec6a542373ff70e42b605226cb873005c89d1b5b0aa9	408002	6	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Mise en perspective des programmes et continuum d'une formation en arts plastiques sur l'ensemble des cycles PDF - 205.88 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/mise-en-perspective-des-programmes-et-continuum-d-une-formation-en-arts-plastiques-sur-l-ensemble-des-cycles-pdf-205-88-ko--5f2afbccf5.pdf	5f2afbccf5be4161c7a50e5e029691b8f3346f4ccc55b72480064bc41af6da3e	210820	5	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Partie 2 : essai de définition, synthèse notionnelle PDF - 834.52 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/partie-2-essai-de-definition-synthese-notionnelle-pdf-834-52-ko--895dbb9599.pdf	895dbb9599a34ef4e6cd950fcd100c140a580d8640de3b6e2cadf960df3696f3	854552	11	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Partie 4 : travailler par tâche complexe, mise en situation PDF - 264.31 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/partie-4-travailler-par-tache-complexe-mise-en-situation-pdf-264-31-ko--d4e8ee2a73.pdf	d4e8ee2a7302dc2dff26642438bd9475c536e72be005977be1dc45a0c4259faf	270652	8	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Quatre fiches pour présenter les enjeux des arts plastiques de l'école au collège et leur positionnement dans la scolarité obligatoire PDF - 168.51 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/quatre-fiches-pour-presenter-les-enjeux-des-arts-plastiques-de-l-ecole-au-college-et-leur-positionnement-dans-la-scolarite-obligat--323ae419df.pdf	323ae419dff6abc365bebd271fd0e03fd66d82a7cacee8eb9c697abe1750df4d	172557	2	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	a-verifier	Une étude de cas : « Intérieur bleu ! ». Partie 1 : la genèse d'un cours, le passage des œuvres aux apprentissages PDF - 287.09 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/une-etude-de-cas-interieur-bleu-partie-1-la-genese-d-un-cours-le-passage-des-uvres-aux-apprentissages-pdf-287-09-ko--73074180f2.pdf	73074180f27bf3d8db3ff6f2f75eeab1167050ed40550aaeed63d586d4f976ff	293979	9	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2016	transition-ou-actuel	Une étude de cas : « Intérieur bleu ! ». Partie 2 : de la pratique artistique à la réception sensible d'une œuvre PDF - 930.24 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2016/une-etude-de-cas-interieur-bleu-partie-2-de-la-pratique-artistique-a-la-reception-sensible-d-une-uvre-pdf-930-24-ko--edcd59b2e0.pdf	edcd59b2e06411b8cf0f3e02b472b030f1ac849227cbb54b7ebffe51e2b9f15e	952561	16	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
college/cycle-4/arts-plastiques	cycle-4	ressource-accompagnement	2017	a-verifier	2 - Favoriser un processus d'apprentissage en interdisciplinarité à partir de séquences en arts plastiques PDF - 244.62 Ko	par-scope/college/cycle-4/arts-plastiques/cycle-4/ressource-accompagnement/2017/2-favoriser-un-processus-d-apprentissage-en-interdisciplinarite-a-partir-de-sequences-en-arts-plastiques-pdf-244-62-ko--d08031ca16.pdf	d08031ca1681d97bd72779a066a11b40a270d51c8df2fc165ac9cb275a24d709	250491	39	https://eduscol.education.gouv.fr/5718/ressources-d-accompagnement-du-programme-d-arts-plastiques-au-cycle-4
