row_kind	priority	content_sha256	promoted_in_release	title	source_path	risk_tier	signal_classes	finding_count	pages	finding_id	pattern_id	page	extraction_path	review_bundle_dir	prior_v1_decision_not_extended	currentness_declared	allowed_options	HUMAN_DECISION	FINDING_DISPOSITION	JUSTIFICATION_CATEGORY	REVIEWER_LOGIN	EVIDENCE_REFERENCE	COMMENT
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	04bf557a574c4d553fab35eb3175f6f638dd129ffa785ca640367ae5c109881c	true	la-conservation-des-genomes-stabilite-genetique-et-evolution-clonale-remobiliser-des-prerequis-et-presentation-orale-pdf-1-19-mo--04bf557a57	01_EDUSCOL_OFFICIEL/LYCEE/SECONDE/SVT/04_EVALUATIONS_EXAMENS/2021/la-conservation-des-genomes-stabilite-genetique-et-evolution-clonale-remobiliser-des-prerequis-et-presentation-orale-pdf-1-19-mo--04bf557a57.pdf	MOYEN	postal_address	1	9					04bf557a574c4d553fab35eb3175f6f638dd129ffa785ca640367ae5c109881c	APPROVED/TECHNICAL_FALSE_POSITIVE	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		TECHNICAL_FALSE_POSITIVE	abenrhouma		Identifiant technique de ressource vidéo extrait d’une URL didactique.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	04bf557a574c4d553fab35eb3175f6f638dd129ffa785ca640367ae5c109881c	true			MOYEN				cedd292b65b2c853196536d0a5e8b32e8cb2499c1a507b512038378d454b5b3f	postal_address	9	NATIVE_TEXT	04bf557a574c4d553fab35eb3175f6f638dd129ffa785ca640367ae5c109881c			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	0dda163a792284e1e0df97c0ee72e8c04722bd145684db49a7095cb3b8e6ddc3	true	former-les-eleves-a-des-techniques-de-biologie-moleculaire-et-de-bioinformatique-et-apprehender-le-concept-d-holobionte-pdf-5-31-m--0dda163a79	01_EDUSCOL_OFFICIEL/LYCEE/SECONDE/SVT/09_AUTRES/2020/former-les-eleves-a-des-techniques-de-biologie-moleculaire-et-de-bioinformatique-et-apprehender-le-concept-d-holobionte-pdf-5-31-m--0dda163a79.pdf	MOYEN	phone_french	1	4					0dda163a792284e1e0df97c0ee72e8c04722bd145684db49a7095cb3b8e6ddc3	APPROVED/TECHNICAL_FALSE_POSITIVE	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		TECHNICAL_FALSE_POSITIVE	abenrhouma		Format de date d’un texte réglementaire officiel sans caractère téléphonique.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	0dda163a792284e1e0df97c0ee72e8c04722bd145684db49a7095cb3b8e6ddc3	true			MOYEN				450bdc3ab27452436215b8fd6bd9de4e4818a670652eddca09ad8bc044b989d9	phone_french	4	NATIVE_TEXT	0dda163a792284e1e0df97c0ee72e8c04722bd145684db49a7095cb3b8e6ddc3			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32	true	modele-d-architecture-de-von-neumann-pdf-243-56-ko--28c92cd742	01_EDUSCOL_OFFICIEL/LYCEE/TRANSVERSAL_MULTI_NIVEAUX/80_A_VERIFIER/NSI/07_DIAPORAMAS_SUPPORTS/2019/modele-d-architecture-de-von-neumann-pdf-243-56-ko--28c92cd742.pdf	MOYEN	phone_french	4	5					28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32	APPROVED/TECHNICAL_FALSE_POSITIVE	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		TECHNICAL_FALSE_POSITIVE	abenrhouma		Représentation binaire d’instructions dans l’architecture de Von Neumann.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32	true			MOYEN				23b76e5fd418491c84351c047355f64ed12c84577e1e6123bd3bc99c4e54ae75	phone_french	5	NATIVE_TEXT	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32	true			MOYEN				72fcea96a232c641940241ecf1f3651bfe5fd768d4c54868efbc8dcc0d077500	phone_french	5	NATIVE_TEXT	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32	true			MOYEN				bf51e9351d81218907b0ea199c9b69fd2c2a06cb480fa7061e6247aa8b655720	phone_french	5	NATIVE_TEXT	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32	true			MOYEN				cf1b1eb22a803570ac127003be51cce73eccc15ed0d23a35cc586c4c1b8f11d7	phone_french	5	NATIVE_TEXT	28c92cd742c6bc29890360b79d2518ae1960076b8512e5ccfe40fd0fe3572f32			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	28f92cfe1c81f2a4bab17aa2a9bff9a05f43a265ecad03214fe452a4ac53202d	true	ecriture-de-tests-pdf-543-48-ko--28f92cfe1c	01_EDUSCOL_OFFICIEL/LYCEE/TERMINALE/NSI/03_RESSOURCES_ACCOMPAGNEMENT/2021/ecriture-de-tests-pdf-543-48-ko--28f92cfe1c.pdf	MOYEN	postal_address	1	7					28f92cfe1c81f2a4bab17aa2a9bff9a05f43a265ecad03214fe452a4ac53202d	APPROVED/TECHNICAL_FALSE_POSITIVE	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		TECHNICAL_FALSE_POSITIVE	abenrhouma		Constante numérique issue d’un code source de test unitaire Python.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	28f92cfe1c81f2a4bab17aa2a9bff9a05f43a265ecad03214fe452a4ac53202d	true			MOYEN				da4ccf3425cb6ee4ba6cf124b9c195cfa25fec73a77b35f66a5cf0c363ae1499	postal_address	7	NATIVE_TEXT	28f92cfe1c81f2a4bab17aa2a9bff9a05f43a265ecad03214fe452a4ac53202d			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	2d0745ca845f8e30192d5c59aacb9fd6f60bcdb27007b00155107aa65c25e120	true	des-ressources-numeriques-pour-accompagner-l-etude-des-uvres-au-programme-le-roman-et-le-recit-du-moyen-age-au-xxie-siecle-pdf-177--2d0745ca84	01_EDUSCOL_OFFICIEL/LYCEE/TRANSVERSAL_MULTI_NIVEAUX/80_A_VERIFIER/_MULTI_DISCIPLINES/01_PROGRAMMES_OFFICIELS/2023/des-ressources-numeriques-pour-accompagner-l-etude-des-uvres-au-programme-le-roman-et-le-recit-du-moyen-age-au-xxie-siecle-pdf-177--2d0745ca84.pdf	MOYEN	phone_french	2	5					2d0745ca845f8e30192d5c59aacb9fd6f60bcdb27007b00155107aa65c25e120	APPROVED/TECHNICAL_FALSE_POSITIVE	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		TECHNICAL_FALSE_POSITIVE	abenrhouma		Identifiants et dates de textes réglementaires publiés au Journal Officiel.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	2d0745ca845f8e30192d5c59aacb9fd6f60bcdb27007b00155107aa65c25e120	true			MOYEN				727d3c7e247e99666c2252f3981848e6d93456537957fa45ef93fc7846afeecd	phone_french	5	NATIVE_TEXT	2d0745ca845f8e30192d5c59aacb9fd6f60bcdb27007b00155107aa65c25e120			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	2d0745ca845f8e30192d5c59aacb9fd6f60bcdb27007b00155107aa65c25e120	true			MOYEN				99f9b712759e9ef8b82fcb9df77cd0e781c5c7b9a1905f4e9abe6a8cb6e99907	phone_french	5	NATIVE_TEXT	2d0745ca845f8e30192d5c59aacb9fd6f60bcdb27007b00155107aa65c25e120			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	3f1ab328a0c11f40a0abf85dccdf29dc17d80159dc01bee189a10017d0fbd3e6	true	variation-genetique-et-sante-risque-de-transmission-de-la-mucoviscidose-chez-un-couple-dont-l-homme-est-heterozygote-composite-pdf--3f1ab328a0	01_EDUSCOL_OFFICIEL/LYCEE/SECONDE/SVT/09_AUTRES/2020/variation-genetique-et-sante-risque-de-transmission-de-la-mucoviscidose-chez-un-couple-dont-l-homme-est-heterozygote-composite-pdf--3f1ab328a0.pdf	MOYEN	postal_address	2	8|9					3f1ab328a0c11f40a0abf85dccdf29dc17d80159dc01bee189a10017d0fbd3e6	APPROVED/PUBLIC_OFFICIAL_PUBLICATION	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		PUBLIC_OFFICIAL_PUBLICATION	abenrhouma		Adresse publique institutionnelle du rectorat de Créteil et exemple didactique.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	3f1ab328a0c11f40a0abf85dccdf29dc17d80159dc01bee189a10017d0fbd3e6	true			MOYEN				1243c0aae06fb362741a4edcacc3b35c4c3a7cb6ffd0e0db3580c976f3c50458	postal_address	9	NATIVE_TEXT	3f1ab328a0c11f40a0abf85dccdf29dc17d80159dc01bee189a10017d0fbd3e6			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		SYNTHETIC_EXAMPLE				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	3f1ab328a0c11f40a0abf85dccdf29dc17d80159dc01bee189a10017d0fbd3e6	true			MOYEN				afe0a3e64f1b7d32bd00310371a3051530b3e63ab51e4c3b263c9d5a742a5535	postal_address	8	NATIVE_TEXT	3f1ab328a0c11f40a0abf85dccdf29dc17d80159dc01bee189a10017d0fbd3e6			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		PUBLIC_INSTITUTIONAL_DATA				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	447bdee89af9f0ab07460bd279f81647824c2d91ba7be1eff6daa133c5e8467d	true	types-construits-en-python-pdf-159-07-ko--447bdee89a	01_EDUSCOL_OFFICIEL/LYCEE/PREMIERE/NSI/07_DIAPORAMAS_SUPPORTS/2019/types-construits-en-python-pdf-159-07-ko--447bdee89a.pdf	MOYEN	phone_french	1	3					447bdee89af9f0ab07460bd279f81647824c2d91ba7be1eff6daa133c5e8467d	APPROVED/TECHNICAL_FALSE_POSITIVE	CURRENT_DECLARED	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		TECHNICAL_FALSE_POSITIVE	abenrhouma		Coordonnées numériques d’exemple dans un script de calcul géométrique.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	447bdee89af9f0ab07460bd279f81647824c2d91ba7be1eff6daa133c5e8467d	true			MOYEN				6b089fae72898b3bf2a0591f8fccd8e03ca33e65eb0f760639798e99c8197218	phone_french	3	NATIVE_TEXT	447bdee89af9f0ab07460bd279f81647824c2d91ba7be1eff6daa133c5e8467d			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		FALSE_POSITIVE_TECHNICAL				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b	true	manipulation-de-tables-pdf-144-44-ko--461e89b1b1	01_EDUSCOL_OFFICIEL/LYCEE/PREMIERE/NSI/07_DIAPORAMAS_SUPPORTS/2019/manipulation-de-tables-pdf-144-44-ko--461e89b1b1.pdf	MOYEN	postal_address	3	1					461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b	APPROVED/PEDAGOGICAL_EXAMPLE	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		PEDAGOGICAL_EXAMPLE	abenrhouma		Données tabulaires CSV didactiques de populations d’exemple international.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b	true			MOYEN				0c983ae20a92bea9487740cfc9f180e4a42244696dffd883c490728efd6e2498	postal_address	1	NATIVE_TEXT	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		SYNTHETIC_EXAMPLE				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b	true			MOYEN				b23ccb811db8f08cc957bc5db2d289c0f7ef3e96f4609e3ce6eddbca57aeebe1	postal_address	1	NATIVE_TEXT	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		SYNTHETIC_EXAMPLE				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b	true			MOYEN				f7a1a15350c4eb39215f5a9f0cb15a2776108857b0af3ae1820096d9ebbaf28b	postal_address	1	NATIVE_TEXT	461e89b1b1a24a83a1598fe3d55a1aa040d9e305f63b8348bc6042ce96d5687b			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		SYNTHETIC_EXAMPLE				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54	true	dossier-de-presse-eutrophisation-pdf-1-54-mo--5a8d69d488	01_EDUSCOL_OFFICIEL/LYCEE/SECONDE/SVT/09_AUTRES/2014/dossier-de-presse-eutrophisation-pdf-1-54-mo--5a8d69d488.pdf	MOYEN	email_address|phone_french	3	17					5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54	APPROVED/INSTITUTIONAL_CONTACT	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		INSTITUTIONAL_CONTACT	abenrhouma		Contacts presse officiels de l’Agence de l’eau Seine-Normandie dans un dossier de presse.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54	true			MOYEN				b4194430c6ffc91950b5699ddf5a45ab93334b499ff6ef5e4ae1acd63cd3050f	email_address	17	NATIVE_TEXT	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		PUBLIC_INSTITUTIONAL_DATA				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54	true			MOYEN				e6b35f3c5be0aabc2ada88ca99ba16629ecc5fd538bd8ccce61f946ebc02107e	phone_french	17	NATIVE_TEXT	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		PUBLIC_INSTITUTIONAL_DATA				
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54	true			MOYEN				ef8b2991a612ee9be4883b29bf2260d33883a8e0097ce2c1e07c209b706e04d0	phone_french	17	NATIVE_TEXT	5a8d69d488b341c6d82e0bafbef8fc8ce920392681548e209532021684907f54			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		PUBLIC_INSTITUTIONAL_DATA				
PII_CONTENT	P1_PROMOTED_BLOCKS_RELEASE	62d9ac2834082bce93300fd19cc042595fcd506e94c9cabc80bb942c2d798380	true	qu-est-ce-que-la-monnaie-et-comment-est-elle-creee-pdf-531-52-ko--62d9ac2834	01_EDUSCOL_OFFICIEL/LYCEE/TRANSVERSAL_MULTI_NIVEAUX/80_A_VERIFIER/SES/03_RESSOURCES_ACCOMPAGNEMENT/2019/qu-est-ce-que-la-monnaie-et-comment-est-elle-creee-pdf-531-52-ko--62d9ac2834.pdf	MOYEN	postal_address	1	8					62d9ac2834082bce93300fd19cc042595fcd506e94c9cabc80bb942c2d798380	APPROVED/INSTITUTIONAL_CONTACT	NEEDS_SECONDARY_EVIDENCE	PII_CLEARED|PII_REDACTION_REQUIRED|EXCLUDE_FROM_SERVABLE_SET|HUMAN_REVIEW_REQUIRED	PII_CLEARED		INSTITUTIONAL_CONTACT	abenrhouma		Adresse postale publique de la Cité de l’économie Banque de France.
PII_FINDING	P1_PROMOTED_BLOCKS_RELEASE	62d9ac2834082bce93300fd19cc042595fcd506e94c9cabc80bb942c2d798380	true			MOYEN				18de8ca14060faca9e415953b34b4a662354b5f669996dfb2517fd556cd03bc2	postal_address	8	NATIVE_TEXT	62d9ac2834082bce93300fd19cc042595fcd506e94c9cabc80bb942c2d798380			FALSE_POSITIVE_TECHNICAL|PUBLIC_INSTITUTIONAL_DATA|SYNTHETIC_EXAMPLE|PERSONAL_DATA_PRESENT		PUBLIC_INSTITUTIONAL_DATA				
